sample_plot_id,longitude,latitude,起源,郁闭度,林分密度（株每公顷）,平均树高（米）,平均胸径（厘米）,龄组,tree_species_composition,tip1,tip2
43-413161-Y-01769,113.24939142487533,28.608526793057134,天然,0.75,2925,10.4,11,近熟林,6马尾松 2杉木 2栎类,针叶林,马尾松林
43-412166-Y-01889,113.492892,28.531825,天然,0.75,4230,10.2,9.1,中龄林,10毛竹 ,竹、灌,竹、灌
43-422131-Y-02128,113.326595,28.390201,人工,0.85,2085,12.4,10.7,中龄林,7杉木 1栎类 1樟木 1其它硬阔类,针叶林,杉木林
43-412262-Y-02830,113.4796316,27.95467123,天然,0.62,1365,8.3,10.8,中龄林,4其它硬阔类 1枫香 1杉木 1油桐 1杨梅1油桐1栎类,阔叶林,其他难燃阔叶林
43-422163-N-00400,113.18523764826575,28.519613425354677,人工,0.71,2940,8.9,9.6,中龄林,6杉木 4其它硬阔类,针阔混交林,针叶针阔混交林
43-422163-Y-02711,112.99372780669796,28.035579689420018,人工,0.75,3405,8.7,9.8,中龄林,4杉木 3樟木 2泡桐 1其它软阔类,针阔混交林,针叶针阔混交林
43-414262-N-00694,110.77629902747306,27.742265414268882,天然,0.62,2265,8.6,9,成、过熟林,8阔叶混1杉木1马尾松,阔叶林,其他难燃阔叶林
43-412162-Y-03275,110.5140717257075,27.65185520868457,天然,0.7,2295,8.4,8.7,中龄林,8阔叶混 2杉木,阔叶林,其他难燃阔叶林
43-422161-N-00597,110.85701228692419,28.067229023557758,人工,0.75,2070,9.1,11.2,中龄林,10针叶混,针叶林,其他易燃针叶林
43-422163-Y-03276,110.595224,27.651997,人工,0.78,2130,9.6,10.6,中龄林,10针阔混,针阔混交林,针叶针阔混交林
43-422131-Y-02742,110.919319,28.013933,人工,0.78,3270,12.4,13.2,中龄林,10杉木,针叶林,杉木林
43-422131-Y-03277,110.677003,27.656294,人工,0.75,2145,6.4,9.1,中龄林,9杉木 1马尾松,针叶林,杉木林
43-412162-N-00645,110.93847711060181,27.922910659126558,天然,0.8,3690,5.9,8.5,中龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-412262-N-00562,110.6533253606277,28.139053436985904,天然,0.58,2655,9.3,9.7,中龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-422131-Y-02741,110.83786853188448,28.013616865929684,人工,0.71,4140,10.6,13.1,中龄林,9杉木1马尾松,针叶林,杉木林
43-422131-N-00595,110.53148669777704,28.066504029735757,人工,0.73,2430,10.2,12.4,中龄林,8杉木 2马尾松,针叶林,杉木林
43-411362-Y-03227,110.79780089516252,27.688881908689357,天然,0.35,915,10,9.3,幼龄林,10阔叶混,阔叶林,其他难燃阔叶林
43-422231-N-00561,110.57189020858243,28.138823253360776,人工,0.6,2055,10.6,12.3,中龄林,8杉木 1枫香 1马尾松,针叶林,杉木林
43-422322-Y-02682,110.63398589586316,28.04855247945253,人工,0.35,720,11.9,18.6,中龄林,9马尾松 1其它硬阔类,针叶林,马尾松林
43-411262-Y-03532,110.23171031205842,27.46993078338269,天然,0.55,1995,5.3,9.3,幼龄林,4其它软阔类 4栎类 2其它硬阔类,阔叶林,栎类林
43-422163-Y-03695,109.949526,27.359754,人工,0.7,1320,8.6,9.5,中龄林,4湿地松 3枫香 3盐肤木,针阔混交林,针叶针阔混交林
43-431263-Y-03640,109.989566,27.39628,人天混,0.5,900,11.3,15.2,幼龄林,5杉木 2核桃 2檫木 1其它硬阔类,针阔混交林,针叶针阔混交林
43-411241-Y-03427,110.31204357878245,27.542732301872416,天然,0.65,2100,6.6,10.5,幼龄林,8栎类 1楠木 1杉木,阔叶林,栎类林
43-414261-N-00932,109.932722,26.872056,天然,0.45,1110,12.5,18.1,成、过熟林,5杉木 4马尾松 1其它硬阔类,针叶林,杉木林
43-412263-Y-04377,109.711709,26.924669,天然,0.4,975,8.5,8.6,中龄林,4杉木-4其它硬阔-2马尾松,针阔混交林,针叶针阔混交林
43-411262-N-00385,110.651824,28.572129,天然,0.55,825,10.3,13.8,幼龄林,7枫香 2其它硬阔类 1其它软阔类,阔叶林,枫香林
43-412263-Y-01556,110.42756052250019,28.734769887820107,天然,0.45,645,9.8,13.1,中龄林,6杉木 2板栗 1柏木 1枫香,针阔混交林,针叶针阔混交林
43-422231-Y-03877,110.2329336,27.2531306,人工,0.65,2175,8.36,11.8,中龄林,9杉木 1马尾松,针叶林,杉木林
43-422166-Y-04161,109.62838821329075,27.068995320150016,人工,0.83,4005,13.1,12.1,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-413266-Y-04055,110.112684,27.143714,天然,0.65,3600,10.5,13.2,近熟林,8毛竹,竹、灌,竹、灌
43-413263-Y-03760,110.475444,27.326797,天然,0.55,1530,5.1,12.7,近熟林,5杉木 3马尾松 2油茶,针叶林,杉木林
43-432249-N-00758,109.719649,27.441853,人天混,0.65,315,10.1,17.3,中龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-423261-Y-03688,109.38349870130406,27.354926614171973,人工,0.51,720,15.1,17.5,近熟林,6杉木 4马尾松,针叶林,杉木林
43-412249-Y-03317,109.74414857659559,27.610609672498413,天然,0.61,2280,5.1,8.8,中龄林,7其它硬阔类 3杉木,阔叶林,其他难燃阔叶林
43-410281-Y-03632,109.3427055,27.39062519,天然,0.6,,5.3,1.17,,10竹灌,竹、灌,竹、灌
43-411262-Y-03925,109.2237991960755,27.208134508157116,天然,0.61,960,5.2,9.3,幼龄林,4其它软阔类 2樱桃 2杉木 2枫香,针阔混交林,针叶针阔混交林
43-412163-Y-03745,109.26283690999242,27.316873988503914,天然,0.83,2745,9,9.9,中龄林,6其它硬阔类 2马尾松 2杉木,针阔混交林,针叶针阔混交林
43-412249-Y-03575,109.220931,27.424793,天然,0.55,690,10.3,11.3,中龄林,8其它硬阔类 2杉木,阔叶林,其他难燃阔叶林
43-422131-Y-03927,109.38599738042984,27.21014263170241,人工,0.73,2145,8.2,11.4,中龄林,7杉木 3阔叶混,针叶林,杉木林
43-422131-Y-03984,109.103677,27.170654,人工,0.7,1725,12.5,14.5,中龄林,9杉木 1阔叶树,针叶林,杉木林
43-423231-Y-03863,109.10248490760074,27.24281170534465,人工,0.6,735,14.2,21.4,近熟林,10杉木,针叶林,杉木林
43-421231-Y-03806,109.38835885593778,27.28438100385722,人工,0.58,1710,4.3,7.5,幼龄林,10杉木,针叶林,杉木林
43-411262-Y-04933,109.55608510575817,26.56204627113677,天然,0.6,1410,6.9,10.1,幼龄林,7其它硬阔类 1杉木 1油桐 1枫香,阔叶林,其他难燃阔叶林
43-411241-N-00689,109.803538,27.736871,天然,0.65,1995,8.5,10.6,幼龄林,8栎1马1阔,阔叶林,栎类林
43-422231-Y-03214,109.743129,27.682017,人工,0.6,1215,10.5,17,中龄林,9杉1阔,针叶林,杉木林
43-411262-N-00719,109.479773,27.625826,天然,0.4,1770,7.2,7.6,幼龄林,4盐肤木 3樱桃 2梨 1栎类,竹、灌,竹、灌
43-411263-N-00655,109.760525,27.881257,天然,0.45,1620,9.7,10.4,幼龄林,4其它硬阔类4马尾松1柏木1油茶,针阔混交林,针叶针阔混交林
43-423122-Y-02894,109.8216407,27.8991395,人工,0.75,1170,15,17.3,近熟林,10马尾松,针叶林,马尾松林
43-422131-N-00735,109.561742,27.554519,人工,0.75,2400,11.3,14.2,中龄林,10杉,针叶林,杉木林
43-423131-Y-05051,109.63640796546775,26.490919563843814,人工,0.8,3780,9.7,10.8,近熟林,8杉木 2栎类,针叶林,杉木林
43-423231-Y-04376,109.631385,26.923822,人工,0.65,1395,11,15,近熟林,9杉木 1其它软阔类,针叶林,杉木林
43-412263-Y-04543,109.914171,26.818216,天然,0.55,1305,17.9,20.5,中龄林,4其它硬阔3马尾松2其它软阔1杉木,针阔混交林,针叶针阔混交林
43-411262-Y-05048,109.396088,26.488962,天然,0.6,2415,7,9.4,幼龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-424263-Y-05110,109.597000133362,26.454469992945956,人工,0.5,690,7.5,17.7,成、过熟林,5核桃 5马尾松,针阔混交林,针叶针阔混交林
43-422131-Y-04647,109.51309584437948,26.74204127821584,人工,0.75,1905,13.4,15.8,中龄林,10杉木,针叶林,杉木林
43-422131-Y-05228,109.59852946090251,26.381073196394393,人工,0.8,3195,13.1,12.2,中龄林,10杉木,针叶林,杉木林
43-411262-Y-04992,109.596142,26.526736,天然,0.55,1500,5.8,8.6,幼龄林,7其它硬阔类 2樟木 1枫香,阔叶林,其他难燃阔叶林
43-411262-Y-05050,109.555939,26.48957,天然,0.5,1005,5.9,9.1,幼龄林,8其它硬阔类 1杉木 1枫香,阔叶林,其他难燃阔叶林
43-423131-Y-04703,109.47332673846348,26.70537756639033,人工,0.75,1575,15,17.8,近熟林,10杉木,针叶林,杉木林
43-413249-Y-04273,110.032927,26.998979,天然,0.65,1680,7.6,12.6,近熟林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-411262-Y-04538,109.512347,26.816194,天然,0.65,1785,8.5,9.6,幼龄林,5其它软阔类 3马尾松 2其它硬阔类,针阔混交林,针叶针阔混交林
43-413222-N-00897,110.013275,26.984019,天然,0.65,1155,15.7,15.9,近熟林,10马尾松,针叶林,马尾松林
43-411249-Y-03418,109.5832446,27.53709644,天然,0.62,1320,14.3,14.3,幼龄林,7其它硬阔类 2楠木 1樟木,阔叶林,其他难燃阔叶林
43-412149-N-00830,109.44483353503966,27.228448146065148,天然,0.7,1620,11.1,10.8,中龄林,7其它硬阔类 2杉木 1枫香,阔叶林,其他难燃阔叶林
43-422131-Y-04819,109.71509930296871,26.63610723687055,人工,0.85,3750,11.5,11.9,中龄林,10杉木,针叶林,杉木林
43-434161-Y-05109,109.51677,26.453452,人天混,0.75,2520,13.4,17.2,成、过熟林,5杉木 4马尾松 1其它硬阔类,针叶林,杉木林
43-422161-N-01105,109.53672995042561,26.363016405147903,人工,0.75,2775,8.4,9.4,中龄林,5马尾松 3杉木 1枫香 1其它硬阔类,针叶林,马尾松林
43-413263-Y-05344,109.35797878229954,26.30732740632362,天然,0.6,2235,10.1,13.4,近熟林,4马尾松 4其它硬阔类 2桃,针阔混交林,针叶针阔混交林
43-411262-N-01128,109.37748527075001,26.289279124925283,天然,0.55,1965,10.3,12.6,幼龄林,6其它硬阔类 2木荷 1枫香 1杉木,阔叶林,其他难燃阔叶林
43-422231-Y-05170,109.63681970586563,26.418839775188125,人工,0.6,1980,10.1,13,中龄林,10杉木,针叶林,杉木林
43-434262-Y-04994,109.7566428203272,26.52768419931911,人天混,0.6,1050,14,17.4,成、过熟林,4其它软阔类 3杉木 2油桐 1板栗,针阔混交林,针叶针阔混交林
43-433261-Y-05169,109.55553545253963,26.417473063839623,人天混,0.5,495,8.5,10.6,近熟林,5马尾松 2杉木 2樱桃 1枫香,针叶林,马尾松林
43-422131-Y-04990,109.440215,26.529511,人工,0.75,2235,13.1,14.5,中龄林,9杉木 1其它软阔类,针叶林,杉木林
43-413249-N-01048,109.81534834290342,26.546250064776487,天然,0.55,720,14.9,23.3,近熟林,8其它硬阔类 2杉木,阔叶林,其他难燃阔叶林
43-413262-N-00968,109.6522859095837,26.76137555853304,天然,0.65,2445,12.9,12.2,近熟林,3木荷 3其它硬阔类 3马尾松 1泡桐,针阔混交林,针叶针阔混交林
43-413266-Y-05052,109.71692194816278,26.49171986441573,天然,0.5,2250,12.5,9.8,近熟林,10毛竹,竹、灌,竹、灌
43-422131-Y-04758,109.353262,26.66812,人工,0.75,3075,12.8,13.5,中龄林,9杉木 1其它软阔类,针叶林,杉木林
43-431263-Y-05225,109.3573567027778,26.379674457590788,人天混,0.6,1410,7.8,10.6,幼龄林,6杉木 4其它硬阔类,针阔混交林,针叶针阔混交林
43-433261-Y-05049,109.47617610738233,26.489505488511004,人天混,0.65,2265,11.2,13.7,近熟林,6杉木 2杨梅 1马尾松 1其它硬阔类,针阔混交林,针叶针阔混交林
43-432262-Y-05053,109.79680000177301,26.4922556150397,人天混,0.65,1620,13.7,14.2,中龄林,6其它硬阔类 2油桐2杉木,阔叶林,其他难燃阔叶林
43-424261-N-05287,109.558938,26.344135,人工,0.55,1680,14.3,22,成、过熟林,5杉木 2马尾松 2其它硬阔类 1其它软阔类,针阔混交林,针叶针阔混交林
43-423161-N-01089,109.41604733743418,26.397994588474905,人工,0.75,2640,11.4,14.3,近熟林,6马尾松 3杉木 1其它硬阔类,针叶林,马尾松林
43-423131-Y-05167,109.39774364242676,26.416522633454605,人工,0.75,2910,14.5,13.9,近熟林,8杉木 2马尾松,针叶林,杉木林
43-422261-Y-04760,109.51329488465399,26.67010437472433,人工,0.5,1260,8.4,12.1,中龄林,5杉木 3其它软阔类 2马尾松,针阔混交林,针叶针阔混交林
43-422131-Y-05345,109.43836125976568,26.308263458526845,人工,0.7,1410,10.6,11.7,中龄林,10杉木,针叶林,杉木林
43-422131-Y-04764,109.83639214115288,26.67325431288345,人工,0.8,2010,14,16.5,中龄林,10杉木,针叶林,杉木林
43-421231-Y-05107,109.3567829493805,26.451701388351303,人工,0.6,1995,5.3,8.2,幼龄林,9杉木 1马尾松,针叶林,杉木林
43-421161-N-01047,109.53444415403895,26.5436383119364,人工,0.8,3990,7.1,9,幼龄林,5杉木 5马尾松,针叶林,马尾松林
43-411262-Y-05168,109.476291,26.41675,天然,0.55,1230,10.9,12.5,幼龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-411262-Y-05284,109.31761567736804,26.342980780519884,天然,0.6,1695,7.8,9.5,幼龄林,9其它硬阔类 1杉木,阔叶林,其他难燃阔叶林
43-412259-Y-04874,109.51503269275996,26.597887710823098,天然,0.65,1500,11,12.2,中龄林,10阔,阔叶林,其他难燃阔叶林
43-431263-Y-05343,109.28014250395736,26.307257948365905,人天混,0.45,660,6.8,8.7,幼龄林,6其它硬阔类 4杉木,针阔混交林,针叶针阔混交林
43-432163-N-01011,109.77444853548475,26.618098392481414,人天混,0.8,2505,9.3,9.6,中龄林,5杉木 4其它硬阔类 1马尾松,针阔混交林,针叶针阔混交林
43-423262-Y-04649,109.67294710264673,26.743832717285834,人工,0.55,1455,11.1,11.7,近熟林,4枫香 3油桐 2栎类 1木荷,阔叶林,枫香林
43-411362-Y-04761,109.59419733268443,26.67128385455943,天然,0.35,345,10.7,11.1,幼龄林,4其它软阔类 2泡桐 2杉木 2枫香 ,阔叶林,其他难燃阔叶林
43-411262-N-01059,109.49478913290882,26.507130201498235,天然,0.45,900,10.7,10.8,幼龄林,7其它硬阔类 2枫香 1杉木,阔叶林,其他难燃阔叶林
43-411259-N-01071,109.69577174209932,26.473012424138215,天然,0.55,915,11.9,12.6,幼龄林,7其它软阔类 3杉木,阔叶林,其他难燃阔叶林
43-412263-N-01081,109.57590579291556,26.435771323070785,天然,0.65,2685,12.1,11.8,中龄林,5栎类 3杉木 2马尾松,阔叶林,栎类林
43-411262-Y-05166,109.31627151573996,26.414972659093465,天然,0.6,1815,7.1,7.9,幼龄林,8其它硬阔类 2马尾松,阔叶林,其他难燃阔叶林
43-412262-N-00990,109.85404173922375,26.690956550727954,天然,0.6,1395,11.6,9.5,中龄林,4其它软阔类 2其它硬阔类 2泡桐 2木荷,阔叶林,其他难燃阔叶林
43-412249-N-01046,109.41406915724131,26.542349633799457,天然,0.65,2265,8.8,10,中龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-411263-Y-04936,109.79690745955862,26.565426810901393,天然,0.6,2460,8,13.7,幼龄林,4杉木 4其它硬阔类 2栎类,针阔混交林,针叶针阔混交林
43-424231-N-00980,109.81348510631594,26.72672020891221,人工,0.65,1020,15.5,16.3,成、过熟林,7杉木 1泡桐 1木荷 1其它软阔类,针叶林,杉木林
43-432263-Y-05401,109.47915886068566,26.272649130358577,人天混,0.65,2520,9.8,10.1,中龄林,6杉木 4泡桐,针阔混交林,针叶针阔混交林
43-411162-Y-03474,109.86728637839694,27.503479519411595,天然,0.75,2010,11.9,13.6,幼龄林,3其它硬阔类 3其它软阔类 3栎类 1马尾松,阔叶林,其他难燃阔叶林
43-411159-N-00759,110.0478422,27.4530384,天然,0.75,1875,7,8.4,幼龄林,7其它软阔类 3其它硬阔类,阔叶林,其他难燃阔叶林
43-421122-N-00749,110.08874694542362,27.486786020118466,人工,0.7,1740,7.1,11,幼龄林,8马尾松 1枫香 1栎类,针叶林,马尾松林
43-422261-Y-03319,109.9058767,27.61115165,人工,0.45,690,10.7,16.6,中龄林,5杉木 3马尾松 1其它硬阔类 1樟木,针叶林,杉木林
43-411259-Y-03318,109.8251745477415,27.61131944690264,天然,0.55,765,6.97,8.7,幼龄林,7其它软阔类 2栎类 1枫香,阔叶林,其他难燃阔叶林
43-410299-Y-03530,110.0691756,27.46957676,天然,0.65,,1.9,2.4,,10其它灌木,竹、灌,竹、灌
43-412249-N-00697,109.92475717228662,27.702175048183932,天然,0.45,975,8.6,11.7,中龄林,8其它硬阔类 2樱桃,阔叶林,其他难燃阔叶林
43-421131-N-00748,109.8863999570676,27.48531415638789,人工,0.85,2475,12.6,13.9,幼龄林,10杉木,针叶林,杉木林
43-421131-Y-03267,109.8657285,27.64816633,人工,0.85,4005,9.6,10.5,幼龄林,9杉木 1其它硬阔类,针叶林,杉木林
43-422122-N-00720,109.8853057,27.63134669,人工,0.75,2790,11.7,11,中龄林,8马尾松 2杉木,针叶林,马尾松林
43-411259-Y-03216,109.90548461615059,27.68416279810051,天然,0.55,1080,11.8,13.4,幼龄林,8其它软阔类 1马尾松 1栎类,阔叶林,其他难燃阔叶林
43-421231-Y-03320,109.98677651607737,27.613149656726375,人工,0.65,2580,6.8,11.9,幼龄林,9杉木1阔叶,针叶林,杉木林
43-412262-N-00711,109.84404254269487,27.66543250694834,天然,0.55,2160,8.3,11.9,中龄林,3栎类 3樟木 2杉木 2其它硬阔类,阔叶林,其他难燃阔叶林
43-423261-Y-03164,109.86471069494996,27.720017457821168,人工,0.6,1785,11.7,14.7,近熟林,5杉木 2马尾松 2其它硬阔类 1栎类,针阔混交林,针叶针阔混交林
43-411262-Y-03422,109.9069414,27.54005853,天然,0.6,2085,7.8,10.1,幼龄林,5栎类 2杉木 2樟木 1其它软阔类,阔叶林,栎类林
43-432263-Y-03865,109.26379204385472,27.245086420137,人天混,0.6,1005,9.1,12.2,中龄林,5杉木 5阔叶树,针阔混交林,针叶针阔混交林
43-431163-N-00849,109.32481493237833,27.15488417520226,人天混,0.7,1545,6.3,8.5,幼龄林,6杉木 4阔叶树,针阔混交林,针叶针阔混交林
43-423161-Y-04043,108.90266152681363,27.131478870624274,人工,0.7,1065,13.9,16.8,近熟林,4杉木 3马尾松 3其它硬阔类,针阔混交林,针叶针阔混交林
43-421231-Y-03687,109.3025796951302,27.35365042721165,人工,0.4,930,5,6.5,幼龄林,10杉木,针叶林,杉木林
43-413149-N-00788,109.28170723236394,27.334808766046308,天然,0.71,1980,10.3,11.8,近熟林,7其它硬阔类 3杉木,阔叶林,其他难燃阔叶林
43-432263-N-00865,108.8825179010276,27.07673626914379,人天混,0.6,1185,7.8,11,中龄林,5杉木 4其它硬阔类 1马尾松,针阔混交林,针叶针阔混交林
43-423263-N-00829,108.96050078861163,27.222232390052568,人工,0.57,1395,9.9,12.3,近熟林,6马尾松 4其它硬阔类,针阔混交林,针叶针阔混交林
43-422131-Y-03746,109.342747,27.31615,人工,0.8,3720,6.5,9,中龄林,8杉木 1马尾松 1其它软阔类,针叶林,杉木林
43-422222-Y-03744,109.181221,27.315069,人工,0.55,420,10.2,17.7,中龄林,9马尾松 1其它硬阔类,针叶林,马尾松林
43-422161-N-00770,109.199554,27.405678,人工,0.71,2205,12.7,11.2,中龄林,6马尾松 4杉木,针叶林,马尾松林
43-412262-N-00866,109.124398,27.079986,天然,0.68,1380,11.2,14.5,中龄林,9阔叶混1杉木,阔叶林,其他难燃阔叶林
43-411163-N-00812,109.00021068221753,27.25889089134506,天然,0.7,1365,9.6,11.5,幼龄林,6其他硬阔类 3马尾松 1杉木,针阔混交林,针叶针阔混交林
43-422231-N-00813,109.16169402833827,27.261105650564673,人工,0.67,2025,8.3,9,中龄林,9杉木 1马尾松,针叶林,杉木林
43-422131-N-00839,109.40498070418579,27.191909274307648,人工,0.72,1530,13.9,16.6,中龄林,8杉木 2阔叶树,针叶林,杉木林
43-422263-Y-03923,109.062449,27.205808,人工,0.62,900,10.4,13.5,中龄林,6杉木 4阔叶树,针阔混交林,针叶针阔混交林
43-423131-Y-03986,109.26470951580136,27.172873350580943,人工,0.76,2085,13.5,18.7,近熟林,7杉木 3阔叶树,针叶林,杉木林
43-424322-N-00769,109.159574,27.405444,人工,0.3,225,8.2,19.7,成、过熟林,10马尾松,针叶林,马尾松林
43-431163-Y-03803,109.142207,27.279357,人天混,0.7,1455,8,9.7,幼龄林,4其它硬阔类 5杉木 1马尾松,针阔混交林,针叶针阔混交林
43-423161-Y-04159,108.90400512633823,27.059372779386308,人工,0.72,1245,12.9,17.2,近熟林,5杉木 3其它硬阔类 2马尾松,针阔混交林,针叶针阔混交林
43-413363-Y-03867,109.42499876494577,27.246948217957993,天然,0.35,285,9.7,14.6,近熟林,5杉木5阔叶树,针阔混交林,针叶针阔混交林
43-412263-N-00799,109.361165,27.299405,天然,0.6,780,9.7,12.8,中龄林,6阔叶树 3马尾松 1杉木,针阔混交林,针叶针阔混交林
43-422261-Y-03802,109.06165863035497,27.278158775647306,人工,0.61,1485,9.7,16.5,中龄林,6马尾松 3杉木 1阔叶混,针叶林,马尾松林
43-423122-N-00747,109.845406,27.485003,人工,0.75,1560,7.6,12.3,近熟林,8马尾松 1杉木 1枫香,针叶林,马尾松林
43-412249-Y-03633,109.42337116314872,27.390661003002947,天然,0.65,2025,8.5,10.8,中龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-423231-Y-03868,109.50554951739639,27.247650855302766,人工,0.5,630,11.5,16.8,近熟林,9杉木 1马尾松,针叶林,杉木林
43-424131-N-00867,109.523628,27.08139,人工,0.8,1425,11.7,17.6,成、过熟林,8杉2阔,针叶林,杉木林
43-433263-Y-03809,109.62684452075808,27.28489582728065,人天混,0.61,465,11.9,16.9,近熟林,5其它硬阔类 3杉木 2马尾松,针阔混交林,针叶针阔混交林
43-423263-Y-03988,109.42642198908356,27.174420776997295,人工,0.55,1395,9.4,12.4,近熟林,5杉木 4其它硬阔类 1樟木,针阔混交林,针叶针阔混交林
43-423131-N-00772,109.60405222243219,27.410585870541524,人工,0.7,2025,13.9,13.9,近熟林,9杉木 1马尾松,针叶林,杉木林
43-422231-Y-03690,109.5449319,27.35639461,人工,0.64,2385,9.2,11.7,中龄林,10杉木,针叶林,杉木林
43-422231-N-00771,109.4827476412907,27.409318610665423,人工,0.6,630,7.8,10.9,中龄林,10杉木,针叶林,杉木林
43-422222-N-00746,109.804002,27.482816,人工,0.68,1245,12.4,15.4,中龄林,10马尾松,针叶林,马尾松林
43-421163-Y-03522,109.4223956,27.46321968,人工,0.75,2535,10.4,11.6,幼龄林,4马尾松 4枫桦 1杉木 1其它硬阔类,针阔混交林,针叶针阔混交林
43-421131-Y-03929,109.54684095114902,27.211812725177197,人工,0.75,1665,7.2,11.8,幼龄林,7杉木 3其它硬阔类,针叶林,杉木林
43-421131-Y-03689,109.4649796,27.35498059,人工,0.71,2745,9.03,11.6,幼龄林,10杉木,针叶林,杉木林
43-421131-N-00727,109.76378849754121,27.592556087293644,人工,0.75,2655,9.1,10.4,幼龄林,10杉,针叶林,杉木林
43-414149-N-00736,109.68321034118435,27.55572364602949,天然,0.71,1935,13.6,13.4,成、过熟林,7其它硬阔类 1枫香 1栎类 1其它软阔类,阔叶林,其他难燃阔叶林
43-412262-N-00757,109.44180797285969,27.44495709219609,天然,0.68,990,9.5,8.8,中龄林,5其它硬阔类 2其它软阔类 2杉木 1枫香,阔叶林,其他难燃阔叶林
43-412249-Y-03369,109.7850208,27.57503343,天然,0.52,765,13.1,12.2,中龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-412249-N-00780,109.64492889874975,27.374897081834888,天然,0.52,1185,8.6,10.7,中龄林,9其它硬阔类 1栎类,阔叶林,其他难燃阔叶林
43-412163-Y-04048,109.5478166112477,27.13959220331759,天然,0.71,1230,7.5,10.9,中龄林,4马尾松 3油桐 2杉木 1其它硬阔类,针阔混交林,针叶针阔混交林
43-412149-N-00726,109.64227600393451,27.591420806525036,天然,0.8,1005,8.1,15.6,中龄林,9其它硬阔类 1华山松,阔叶林,其他难燃阔叶林
43-411249-Y-03751,109.7476572473841,27.322168763677553,天然,0.65,1530,10.6,11.6,幼龄林,10其它硬阔,阔叶林,其他难燃阔叶林
43-411149-Y-03869,109.5867433,27.24836226,天然,0.72,1620,7.4,11.9,幼龄林,8其它硬阔类 1杉木 1板栗,阔叶林,其他难燃阔叶林
43-411149-Y-03419,109.66403683743016,27.538038783762886,天然,0.7,2055,8.2,11.6,幼龄林,8其它硬阔类 2马尾松,阔叶林,其他难燃阔叶林
43-422261-Y-03748,109.5055278,27.31950617,人工,0.65,1920,10.4,11.6,中龄林,4杉木 3柳杉 2其它硬阔类 1马尾松,针叶林,杉木林
43-411249-Y-03527,109.8271863,27.46690814,天然,0.65,2070,6.7,10.1,幼龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-412149-Y-03470,109.54326531414301,27.50077971581129,天然,0.71,2265,9.3,13.4,中龄林,8其它硬阔类 1板栗 1马尾松,阔叶林,其他难燃阔叶林
43-414163-Y-03471,109.62420191778432,27.501784082269637,天然,0.75,2190,12.1,15.3,成、过熟林,5其它硬阔 4马尾松 1杉木,针阔混交林,针叶针阔混交林
43-424222-Y-03525,109.66526491069511,27.46573789198234,人工,0.65,1215,12.6,16.8,成、过熟林,7马尾松 3杉木,针叶林,马尾松林
43-431249-Y-03421,109.8263172,27.53955351,人天混,0.65,1980,7.9,10.7,幼龄林,7其它硬阔类 2马尾松 1枫香,阔叶林,其他难燃阔叶林
43-433149-Y-03578,109.4634542,27.42759552,人天混,0.75,630,10.3,14.2,近熟林,7阔2松1杉,阔叶林,其他难燃阔叶林
43-424131-N-00725,109.60177346087659,27.591018758309076,人工,0.8,1050,11.2,22.5,成、过熟林,10杉,针叶林,杉木林
43-424131-Y-03585,110.02954,27.432481,人工,0.9,1500,12.7,18.2,成、过熟林,10杉木,针叶林,杉木林
43-422231-Y-03586,110.1100585,27.43299635,人工,0.65,2985,10.28,12,中龄林,7杉木 1檫木 1其它硬阔类 1樟木,针叶林,杉木林
43-422231-N-00803,110.413483,27.308049,人工,0.4,480,7.3,15.4,中龄林,10杉木,针叶林,杉木林
43-422122-Y-03935,110.031525,27.215812,人工,0.79,2550,7.52,12.2,中龄林,8马尾松 2杉木,针叶林,马尾松林
43-421131-Y-04107,109.669225,27.104874,人工,0.81,2520,8.2,9.7,幼龄林,7杉木 2马尾松 1泡桐,针叶林,杉木林
43-412263-Y-03931,109.708707,27.213398,天然,0.65,2040,6.6,11.8,中龄林,6白桦 2马尾松 1檫木 1其它软阔类,阔叶林,其他难燃阔叶林
43-412163-N-00840,110.2925848,27.19912411,天然,0.7,3150,6.32,8.5,中龄林,4栎类 4马尾松 2其它硬阔类,针阔混交林,针叶针阔混交林
43-412163-Y-03995,109.991318,27.179261,天然,0.7,1725,9.4,19.3,中龄林,5杉木 3其它硬阔类 1栎类 1樟木,针阔混交林,针叶针阔混交林
43-412222-Y-03814,110.030637,27.288052,天然,0.5,1650,11.1,13.8,中龄林,7马尾松 3其它灌木,针叶林,马尾松林
43-412242-N-00841,110.333312,27.199398,天然,0.6,1860,12.2,13,中龄林,9白桦 1其它硬阔类,阔叶林,其他难燃阔叶林
43-422231-Y-03878,110.313905,27.253226,人工,0.4,315,6.98,15.5,中龄林,10杉木,针叶林,杉木林
